item_identifier,item_fat_content,item_mrp,item_outlet_sales,item_visibility,item_weight,outlet_identifier,outlet_location_type,outlet_size,outlet_type,source,item_type_combined,outlet_years
FDM25,Regular,174.0712,3866.9664,0.060371962,12.022000000000002,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDT39,Regular,151.1366,2267.049,0.009866049,6.26,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDU12,Regular,265.5568,790.9704,0.132630345,10.535999999999998,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDN13,Low Fat,99.9358,201.0716,0.152918384,18.6,OUT046,Tier 2,Small,Supermarket Type1,train,Food,15
FDC46,Low Fat,185.4266,7192.6374,0.195068226,13.786000000000001,OUT027,Tier 3,Small,Supermarket Type3,train,Food,24
NCC18,Non-Edible,174.0422,1881.01816,0.310376916,13.731,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDM44,Low Fat,105.099,1581.275,0.054363971,13.687000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDT49,Low Fat,105.728,1278.336,0.152261999,7.0,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
NCW41,Non-Edible,159.3604,2612.5992,0.025860761,11.054,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDX24,Low Fat,94.4462,1525.74728,0.024387984,16.133,OUT049,Tier 3,Small,Supermarket Type3,train,Food,18
NCV30,Non-Edible,62.051,126.502,0.110356797,20.2,OUT018,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDY28,Regular,214.3218,4274.436,0.0,7.47,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDA52,Regular,178.437,1058.622,0.128682722,16.2,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDS49,Low Fat,80.1644,1649.8524,0.079794329,9.0,OUT035,Tier 2,Small,Supermarket Type1,train,Food,15
FDB14,Regular,94.312,2982.784,0.171938781,20.25,OUT046,Tier 3,Small,Supermarket Type1,train,Food,18
FDV40,Low Fat,74.5038,739.038,0.014689006,17.35,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
NCI54,Non-Edible,110.9912,436.7648,0.058827583,13.028,OUT019,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDU34,Low Fat,123.8046,3486.1288,0.075620262,18.25,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
NCL05,Non-Edible,45.077,656.87828,0.083862625,10.081999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDP19,Low Fat,128.1652,2454.1388,0.173516063,11.5,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
NCT54,Non-Edible,95.5094,856.8846,0.119721451,8.695,OUT049,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
FDV47,Low Fat,85.7566,2011.11548,0.094910421,11.444999999999999,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
DRJ49,Low Fat,128.9652,1679.1476,0.01405025,6.865,OUT018,Tier 3,Medium,Supermarket Type2,train,Drinks,13
FDG05,Regular,158.463,3086.78196,0.088344041,11.411000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
DRD27,Low Fat,99.3042,2148.80292,0.041740624,11.912,OUT049,Tier 3,Small,Supermarket Type1,train,Drinks,15
FDM08,Regular,225.1088,4697.8848,0.053584207,10.1,OUT046,Tier 3,Small,Supermarket Type1,train,Food,18
FDC51,Regular,121.873,2463.46,0.009636821,10.895,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDO39,Regular,185.2608,5880.3456,0.137926458,13.786000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDT44,Low Fat,117.8466,942.7728,0.103195401,16.6,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCW06,Non-Edible,193.4162,2803.95012,0.08425957,16.2,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDH28,Regular,37.4506,37.9506,0.192650072,15.2,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDV15,Low Fat,103.9648,1661.8368,0.146399712,10.3,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDL16,Low Fat,47.306,780.1844400000001,0.294939214,14.818000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCQ05,Non-Edible,151.6708,3460.8284,0.03616416,11.395,OUT013,Tier 3,Small,Supermarket Type1,train,Non-Consumable,24
FDV11,Regular,173.2054,3151.8972,0.0,9.1,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDY09,Low Fat,174.3054,1751.054,0.025342692,15.6,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDY19,Low Fat,119.8466,2452.00824,0.069236421,12.62,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDK16,Low Fat,97.0094,1596.4552399999998,0.20192757,14.048999999999998,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDD35,Low Fat,121.844,2869.8643199999997,0.026010729,14.558000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
NCO41,Non-Edible,96.9384,2167.8448,0.018757586,13.475999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,37
NCA42,Non-Edible,159.6604,3327.6684,0.0,6.965,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDK56,Low Fat,188.3898,3979.22028,0.227609738,11.692,OUT049,Tier 3,Small,Supermarket Type1,train,Food,15
FDI04,Regular,198.5426,790.9704,0.127660257,12.902000000000001,OUT019,Tier 3,Small,Supermarket Type2,train,Food,13
NCL29,Non-Edible,158.8604,4436.8912,0.11411658,9.695,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-Consumable,23
FDQ57,Low Fat,144.476,146.476,0.048932713,11.643,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDB17,Low Fat,181.3976,3259.7568,0.036879539,13.15,OUT045,Tier 2,Small,Supermarket Type1,train,Food,15
NCN26,Non-Edible,117.1808,703.0848,0.028738058,10.85,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDE17,Regular,152.2366,2418.1856,0.054565932,20.1,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDB38,Regular,160.692,319.584,0.0273467,9.528,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDS48,Low Fat,150.1708,1504.708,0.027779254,15.15,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDE46,Low Fat,153.1366,2016.1755600000001,0.027610698,15.170000000000002,OUT046,Tier 3,Small,Supermarket Type3,train,Food,15
FDR14,Low Fat,55.5298,647.1576,0.175033524,11.65,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDA13,Low Fat,38.6506,759.012,0.078999287,15.85,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
NCS38,Non-Edible,115.2176,965.01052,0.150961966,14.274000000000001,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDK21,Low Fat,250.4408,6258.52,0.016758569,7.905,OUT035,Tier 3,Small,Supermarket Type2,train,Food,13
NCM17,Non-Edible,46.4086,884.44872,0.071538243,13.597,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDV58,Low Fat,193.9452,1565.9616,0.121250374,20.85,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDA38,Low Fat,242.3538,3722.88728,0.04461205,18.509999999999998,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDD36,Low Fat,117.6124,2251.7356,0.021170542,11.95,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDG41,Regular,112.0228,1657.842,0.076995176,8.84,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDU31,Regular,218.7508,3488.9251600000002,0.043756113,13.356,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDW04,Regular,128.831,1428.141,0.057827101,8.985,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
NCE54,Non-Edible,73.9354,1655.1788,0.027052013,20.7,OUT017,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDE57,Low Fat,142.9154,2365.72056,0.036490369,11.331999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDC44,Low Fat,111.9518,2163.1842,0.0,15.6,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDX19,Low Fat,235.0958,5141.3076,0.096733815,19.1,OUT046,Tier 2,Small,Supermarket Type1,train,Food,18
FDZ45,Low Fat,200.4084,2578.9097200000006,0.117091213,9.187000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDR19,Regular,145.3102,729.051,0.159587755,13.5,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDP40,Regular,112.7544,1999.7968799999999,0.060154968,9.594999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDS15,Regular,108.7596,4098.6648,0.078502143,9.195,OUT049,Tier 3,Small,Supermarket Type1,train,Food,15
NCI06,Non-Edible,181.466,2529.24104,0.083547515,15.310000000000002,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDZ52,Low Fat,112.9886,1667.829,0.100230114,19.2,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDB41,Regular,48.0718,992.7078,0.097313129,19.0,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDB29,Regular,115.4176,801.6232,0.052517969,16.7,OUT045,Tier 3,Small,Supermarket Type1,train,Food,20
FDQ39,Low Fat,192.4846,6114.7072,0.13564792,13.619,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDT48,Low Fat,199.8084,3968.168,0.046214971,4.92,OUT049,Tier 2,Small,Supermarket Type1,train,Food,15
FDY43,Low Fat,169.7474,673.7896,0.098803088,14.85,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
NCF06,Non-Edible,260.8962,6602.7386,0.033807904,6.235,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDF41,Low Fat,246.046,1231.73,0.131383762,12.15,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDQ01,Regular,254.1014,4845.0266,0.16102755,19.7,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCO02,Non-Edible,67.5142,958.88516,0.073783159,8.304,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDK40,Low Fat,264.691,5958.77684,0.021972988,10.302000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDS57,Low Fat,144.847,1380.8691999999999,0.181114059,10.462,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDJ16,Low Fat,59.6246,856.08564,0.115535487,10.833,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDB57,Regular,222.1772,5559.43,0.018801549,20.25,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDG10,Regular,58.2588,670.99324,0.019153299,12.284,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDA51,Regular,113.2518,3415.554,0.164542555,11.059000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,35
DRE37,Low Fat,189.4872,189.0872,0.164966345,11.508,OUT019,Tier 1,Small,Grocery Store,train,Drinks,37
FDI12,Regular,89.6856,1256.49776,0.100966837,9.395,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDL15,Low Fat,154.2682,2849.89032,0.081651443,12.02,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDI10,Regular,173.5422,3304.63172,0.078847814,14.424000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDB10,Low Fat,237.559,3621.41936,0.112492619,10.0,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
DRK47,Low Fat,230.2694,5211.8824,0.107230638,14.0,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
DRZ11,Regular,122.5388,1609.9044,0.113123893,8.85,OUT018,Tier 3,Medium,Supermarket Type2,train,Drinks,13
FDA56,Low Fat,123.1414,4264.449,0.008764786,9.21,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDZ10,Low Fat,126.202,3668.558,0.044248175,12.861,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDY49,Regular,164.5184,2807.0128,0.011953902,9.991000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDW26,Regular,224.2772,5762.36584,0.187443314,12.302000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDZ04,Low Fat,64.551,379.506,0.038169783,9.31,OUT017,Tier 3,Small,Supermarket Type1,train,Food,15
FDF05,Low Fat,264.391,5259.82,0.027022883,17.5,OUT045,Tier 2,Small,Supermarket Type1,train,Food,15
NCY05,Non-Edible,37.0874,952.7598,0.05510153,13.5,OUT046,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDC20,Low Fat,57.2272,950.8955599999999,0.041970938,13.91,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDP25,Low Fat,216.8824,2838.9712,0.021327477,15.2,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
DRF48,Low Fat,189.0898,2634.83692,0.05190652,5.73,OUT046,Tier 3,Small,Supermarket Type1,train,Drinks,20
FDC33,Regular,197.3768,7488.9184,0.068604503,12.902000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDC59,Regular,64.2168,1661.8368,0.054937907,16.7,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDH08,Low Fat,231.101,6103.5217600000005,0.030516069,13.354,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDQ22,Low Fat,39.1822,314.2576,0.029799965,16.75,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDH35,Low Fat,165.4526,5262.4832,0.060198496,9.453,OUT045,Tier 3,Small,Supermarket Type3,train,Food,20
FDJ46,Low Fat,174.4054,3064.94372,0.04500603,12.05,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
NCG55,Non-Edible,116.2176,847.03076,0.039225553,16.25,OUT049,Tier 3,Small,Supermarket Type1,train,Non-Consumable,15
FDZ22,Low Fat,84.925,665.8,0.045361705,15.479000000000003,OUT045,Tier 3,Small,Supermarket Type3,train,Food,20
FDA46,Low Fat,195.4136,5443.5808,0.117874024,13.6,OUT049,Tier 3,Small,Supermarket Type1,train,Food,20
FDJ60,Regular,163.3184,2641.8944,0.062655235,19.35,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCL17,Non-Edible,143.8812,3134.5864,0.067779712,7.39,OUT046,Tier 1,Small,Supermarket Type1,train,Non-Consumable,25
FDP10,Low Fat,107.7622,4022.7636,0.128065918,12.345,OUT035,Tier 3,Small,Supermarket Type3,train,Food,18
NCQ54,Non-Edible,167.0474,5895.659,0.012540003,17.7,OUT035,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
FDV55,Low Fat,146.2444,2538.6954000000005,0.055297776,13.875,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRJ39,Low Fat,219.3482,5038.1086,0.036319195,20.25,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,18
FDO09,Regular,264.491,6574.775,0.125528734,13.5,OUT049,Tier 2,Small,Supermarket Type1,train,Food,20
FDT32,Regular,189.9214,565.2642,0.114916546,13.426000000000002,OUT027,Tier 3,Small,Supermarket Type3,train,Food,13
FDJ03,Regular,49.1692,886.8456,0.072541731,12.35,OUT045,Tier 3,Small,Supermarket Type1,train,Food,20
FDW50,Low Fat,168.4158,334.2316,0.132327406,9.443999999999999,OUT019,Tier 3,Small,Supermarket Type1,train,Food,35
FDE52,Regular,90.1514,1198.70632,0.03005585,12.286999999999999,OUT046,Tier 3,Small,Supermarket Type3,train,Food,15
DRH15,Low Fat,45.9428,790.9704,0.109911272,8.775,OUT046,Tier 3,Small,Supermarket Type1,train,Drinks,25
FDB58,Regular,142.0154,2410.8618,0.013551445,10.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDA01,Regular,59.1904,996.0368,0.054378253,15.0,OUT046,Tier 2,Small,Supermarket Type1,train,Food,18
FDG34,Regular,106.9254,3038.7112,0.037539164,11.5,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDV35,Low Fat,156.5314,2398.74424,0.224472159,10.169,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCQ29,Non-Edible,262.3278,4717.592479999999,0.182493512,11.096,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
NCJ05,Non-Edible,154.2682,2849.89032,0.046348967,12.02,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDR03,Regular,207.898,5366.348,0.00878535,15.7,OUT035,Tier 2,Small,Supermarket Type1,train,Food,15
FDK03,Regular,256.2356,5608.56604,0.123727659,14.824000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCP06,Non-Edible,152.3366,2115.9124,0.039055756,9.96,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,37
FDB21,Low Fat,242.9854,6767.1912,0.148821808,15.309000000000001,OUT045,Tier 3,Small,Supermarket Type3,train,Food,18
FDF24,Regular,82.7934,327.5736,0.042464962,15.5,OUT035,Tier 3,Small,Supermarket Type1,train,Food,18
FDA22,Low Fat,168.6158,2963.07632,0.141355941,12.532,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDB34,Low Fat,87.6198,610.5386,0.044539371,15.479000000000003,OUT035,Tier 3,Small,Supermarket Type3,train,Food,13
NCZ06,Non-Edible,255.2698,761.0094,0.164864915,10.725999999999999,OUT019,Tier 3,Small,Supermarket Type1,train,Non-Consumable,15
FDQ46,Low Fat,113.7544,671.1264,0.103813029,7.51,OUT046,Tier 2,Small,Supermarket Type1,train,Food,18
FDY38,Regular,231.03,5359.69,0.119418124,13.6,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCX05,Non-Edible,116.2492,115.8492,0.169943195,12.040000000000001,OUT019,Tier 1,Small,Grocery Store,train,Non-Consumable,37
FDP49,Regular,56.3614,718.3982,0.069196376,9.0,OUT049,Tier 1,Small,Supermarket Type1,train,Food,23
FDU21,Regular,34.7558,780.9834,0.076705948,11.8,OUT035,Tier 3,Small,Supermarket Type1,train,Food,18
FDS27,Regular,197.511,2356.932,0.012455787,10.195,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
NCM06,Non-Edible,156.4656,2934.8464,0.076156245,7.475,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDC52,Regular,149.9708,1956.1204,0.008326735,11.15,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDE56,Regular,63.4194,1334.79584,0.278730642,14.213999999999999,OUT035,Tier 3,Small,Supermarket Type3,train,Food,13
FDT22,Low Fat,59.822,659.142,0.112271498,11.231,OUT049,Tier 3,Small,Supermarket Type3,train,Food,18
DRA12,Low Fat,142.3154,3829.0158,0.041177505,11.6,OUT045,Tier 3,Small,Supermarket Type1,train,Drinks,15
NCN17,Non-Edible,101.9358,1385.13032,0.055162827,16.080000000000002,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDR07,Low Fat,97.0094,1808.9786,0.077367431,13.006,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDD58,Low Fat,99.77,798.96,0.059352241,7.76,OUT046,Tier 2,Small,Supermarket Type1,train,Food,18
FDU37,Regular,80.196,2157.192,0.104933928,9.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
NCY17,Non-Edible,45.1086,764.47156,0.164018678,18.2,OUT049,Tier 3,Small,Supermarket Type1,train,Non-Consumable,15
FDD03,Low Fat,234.03,699.09,0.080131363,13.3,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
NCU42,Non-Edible,170.2474,2243.34652,0.019616991,13.690000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDF52,Low Fat,184.2292,4013.4424,0.067055339,9.3,OUT045,Tier 3,Small,Supermarket Type2,train,Food,13
FDN01,Low Fat,176.237,1764.37,0.072545601,8.895,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDP44,Regular,102.7332,1948.1308,0.133424184,16.5,OUT049,Tier 3,Small,Supermarket Type1,train,Food,18
NCF55,Non-Edible,36.4874,605.07904,0.021710275,11.144,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,18
FDW37,Low Fat,89.7488,1901.5248,0.123449671,14.109,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDG59,Low Fat,38.3164,540.6296,0.043479126,15.85,OUT046,Tier 2,Small,Supermarket Type1,train,Food,15
FDR21,Low Fat,174.837,2999.429,0.066922802,19.7,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDA37,Regular,126.5046,2524.18096,0.096694919,13.51,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRH49,Low Fat,82.8592,165.1184,0.043168763,12.797,OUT019,Tier 1,Small,Grocery Store,train,Drinks,37
FDI34,Regular,232.3668,6306.99024,0.149062064,14.88,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDQ58,Low Fat,155.034,2147.60448,0.015388393,9.187999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCF42,Non-Edible,176.2712,2988.1104,0.167383061,17.35,OUT046,Tier 3,Small,Supermarket Type1,train,Non-Consumable,18
FDP13,Regular,41.548,918.804,0.134532392,15.2,OUT049,Tier 3,Medium,Supermarket Type3,train,Food,23
NCL31,Non-Edible,142.747,3149.234,0.120280989,7.39,OUT046,Tier 1,Small,Supermarket Type1,train,Non-Consumable,25
FDU11,Low Fat,120.1098,1807.647,0.092781435,4.785,OUT045,Tier 3,Small,Supermarket Type1,train,Food,20
NCY42,Non-Edible,145.147,2019.2382400000001,0.015224339,10.685,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
DRC01,Regular,48.2692,443.4228,0.019278216,5.92,OUT018,Tier 3,Medium,Supermarket Type2,train,Drinks,13
FDB23,Regular,226.9062,5813.36612,0.00978492,12.822000000000003,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDV23,Low Fat,124.4046,2241.0828,0.106051405,11.0,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDI16,Regular,54.864,905.488,0.136328794,14.0,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
FDK60,Regular,96.2068,3013.4108,0.0,16.5,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDO56,Regular,119.1808,351.5424,0.075291577,10.195,OUT010,Tier 3,Small,Grocery Store,train,Food,24
NCQ50,Non-Edible,211.7218,5770.4886,0.034501405,18.75,OUT017,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDK28,Low Fat,259.2646,9275.9256,0.065960909,5.695,OUT018,Tier 3,Small,Supermarket Type2,train,Food,13
FDX46,Regular,57.3562,177.7686,0.0,12.3,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDU01,Regular,184.5924,4997.4948,0.011995271,20.25,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDS02,Regular,196.8794,780.3176,0.255394896,12.901999999999997,OUT019,Tier 1,Small,Grocery Store,train,Food,37
DRI39,Low Fat,57.493,226.372,0.162462044,13.8,OUT035,Tier 3,Small,Supermarket Type1,train,Drinks,18
FDX07,Regular,182.095,732.38,0.022914478,19.2,OUT035,Tier 3,Small,Supermarket Type1,train,Food,18
NCV18,Non-Edible,84.825,1322.2788,0.105459307,12.131,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,18
FDK02,Low Fat,119.244,2157.192,0.187841082,12.5,OUT017,Tier 3,Small,Supermarket Type1,train,Food,15
FDH57,Low Fat,133.6284,5404.9644,0.035747522,13.960000000000003,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
FDU13,Low Fat,148.5418,588.5672,0.328390948,11.603,OUT019,Tier 3,Small,Supermarket Type2,train,Food,13
FDL50,Regular,126.5046,373.5138,0.042485444,12.15,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDI58,Regular,95.112,1627.2152,0.071104408,13.875,OUT046,Tier 3,Small,Supermarket Type3,train,Food,15
FDP33,Low Fat,256.6672,5113.344,0.089272253,18.7,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
FDI40,Regular,99.7358,1337.3258799999999,0.126313413,11.911999999999999,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDV24,Low Fat,151.805,2001.3948000000005,0.172856719,5.635,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
DRZ24,Low Fat,118.344,3115.944,0.082250143,7.535,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,15
FDR12,Regular,171.3764,3091.9752,0.031382044,9.443999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDY60,Regular,144.8128,2157.192,0.026520107,10.5,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDY04,Regular,165.021,2069.1732400000005,0.074370772,11.093,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDT37,Low Fat,256.3014,5865.0322,0.061753511,10.725999999999999,OUT045,Tier 3,Small,Supermarket Type1,train,Food,15
FDV37,Regular,199.4426,593.2278,0.083498083,12.901999999999997,OUT035,Tier 3,Small,Supermarket Type3,train,Food,18
NCQ02,Non-Edible,186.7556,2816.334,0.007450258,12.6,OUT013,Tier 3,High,Supermarket Type1,train,Non-Consumable,35
FDP37,Low Fat,130.3994,2093.0088800000003,0.250560049,9.656,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
DRA24,Regular,164.6868,1146.5076,0.040154087,19.35,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,15
NCN54,Non-Edible,79.1328,724.2572399999999,0.021447102,20.35,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
DRF01,Low Fat,147.4102,2478.7734,0.175352413,5.655,OUT049,Tier 1,Medium,Supermarket Type1,train,Drinks,23
FDG52,Low Fat,47.7402,780.9834,0.065732883,13.65,OUT049,Tier 3,Medium,Supermarket Type1,train,Food,23
NCM05,Non-Edible,263.7226,6872.3876,0.059557164,10.725999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,37
NCA05,Non-Edible,146.6734,445.4202,0.025272781,20.75,OUT017,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
DRD12,Low Fat,93.1146,638.5022,0.077630199,14.109,OUT046,Tier 3,Small,Supermarket Type3,train,Drinks,13
NCO07,Non-Edible,211.956,213.056,0.017116983,13.663,OUT019,Tier 1,Small,Grocery Store,train,Non-Consumable,37
FDO40,Low Fat,147.1392,2237.088,0.032812669,17.1,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDA15,Low Fat,250.2092,5976.2208,0.016054884,9.3,OUT049,Tier 2,Small,Supermarket Type1,train,Food,20
FDG28,Regular,246.4144,1225.072,0.049559042,9.285,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
NCY41,Non-Edible,37.6532,575.2512,0.126765903,16.75,OUT049,Tier 3,Small,Supermarket Type1,train,Non-Consumable,15
NCM29,Non-Edible,132.9626,3268.9448399999997,0.029529474,12.277,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
NCO05,Non-Edible,99.3384,1316.5529199999999,0.046822808,11.912,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDJ26,Regular,215.0218,1923.4962,0.084765192,15.3,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
NCT41,Non-Edible,151.3024,151.8024,0.098031771,9.959999999999999,OUT019,Tier 1,Small,Grocery Store,train,Non-Consumable,37
FDC15,Low Fat,158.1288,3299.7048,0.297883712,18.1,OUT049,Tier 3,Small,Supermarket Type1,train,Food,15
